date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-01-12,Quarter2,sewing,Monday,Team7,0.8,25.9,1031.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766
2015-01-12,Quarter2,sewing,Monday,Team8,0.8,25.9,1233.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766
2015-01-12,Quarter2,finishing,Monday,Team6,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.817424242
2015-01-12,Quarter2,finishing,Monday,Team5,0.65,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.809564394
2015-01-12,Quarter2,sewing,Monday,Team3,0.8,19.87,941.0,9900.0,0.0,0.0,0.0,0.0,55.0,0.800273829
2015-01-12,Quarter2,sewing,Monday,Team6,0.8,11.41,843.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800181818
2015-01-12,Quarter2,sewing,Monday,Team12,0.8,11.61,760.0,4470.0,50.0,0.0,0.0,0.0,31.5,0.80007657
2015-01-12,Quarter2,sewing,Monday,Team2,0.8,28.08,737.0,10530.0,63.0,0.0,0.0,0.0,58.5,0.8
2015-01-12,Quarter2,finishing,Monday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.725
2015-01-12,Quarter2,sewing,Monday,Team10,0.8,50.48,381.0,6930.0,45.0,0.0,0.0,0.0,58.5,0.688557555
2015-01-12,Quarter2,sewing,Monday,Team5,0.65,20.79,1141.0,8460.0,0.0,0.0,0.0,0.0,59.0,0.650040783
2015-01-12,Quarter2,sewing,Monday,Team11,0.65,12.52,1004.0,9540.0,44.0,0.0,0.0,0.0,53.0,0.64998056
2015-01-12,Quarter2,finishing,Monday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.648106061
2015-01-12,Quarter2,finishing,Monday,Team11,0.8,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.640577652
2015-01-12,Quarter2,sewing,Monday,Team4,0.35,22.4,581.0,7350.0,0.0,0.0,0.0,0.0,51.5,0.35063299
2015-01-12,Quarter2,finishing,Monday,Team10,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.24625
2015-01-13,Quarter2,finishing,Tuesday,Team4,0.35,4.3,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.952020202
2015-01-13,Quarter2,finishing,Tuesday,Team1,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,2.0,0.951420455
2015-01-13,Quarter2,finishing,Tuesday,Team10,0.8,3.94,1091.8,5400.0,0.0,0.0,0.0,0.0,20.0,0.912766667
2015-01-13,Quarter2,finishing,Tuesday,Team3,0.8,4.15,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.901262626
2015-01-13,Quarter2,finishing,Tuesday,Team9,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939
2015-01-13,Quarter2,sewing,Tuesday,Team1,0.8,26.16,1073.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311
2015-01-13,Quarter2,sewing,Tuesday,Team9,0.8,26.16,1156.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311
2015-01-13,Quarter2,sewing,Tuesday,Team8,0.8,25.9,1211.0,10260.0,60.0,0.0,0.0,0.0,57.0,0.850252525
2015-01-13,Quarter2,sewing,Tuesday,Team7,0.8,25.9,1126.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766
2015-01-13,Quarter2,finishing,Tuesday,Team5,0.65,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.821354167
2015-01-13,Quarter2,finishing,Tuesday,Team2,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.805909091
2015-01-13,Quarter2,sewing,Tuesday,Team6,0.8,11.61,1004.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753
2015-01-13,Quarter2,sewing,Tuesday,Team12,0.8,11.61,1063.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753
2015-01-13,Quarter2,sewing,Tuesday,Team2,0.8,28.08,723.0,10530.0,50.0,0.0,0.0,0.0,58.5,0.8
2015-01-13,Quarter2,sewing,Tuesday,Team3,0.8,42.27,465.0,9900.0,54.0,0.0,0.0,0.0,55.0,0.705576584
2015-01-13,Quarter2,finishing,Tuesday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.681060606
2015-01-13,Quarter2,finishing,Tuesday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.670075758
2015-01-13,Quarter2,finishing,Tuesday,Team11,0.8,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.601278409
2015-01-13,Quarter2,sewing,Tuesday,Team11,0.7,27.13,530.0,9540.0,37.0,0.0,0.0,0.0,53.0,0.582301029
2015-01-13,Quarter2,sewing,Tuesday,Team5,0.7,20.79,1297.0,10440.0,0.0,0.0,0.0,0.0,58.0,0.526810345
2015-01-13,Quarter2,sewing,Tuesday,Team4,0.5,22.4,783.0,10170.0,23.0,0.0,0.0,0.0,56.5,0.500380799
2015-01-13,Quarter2,sewing,Tuesday,Team10,0.35,22.4,715.0,10170.0,23.0,0.0,0.0,0.0,56.5,0.35020649
2015-01-14,Quarter2,finishing,Wednesday,Team11,0.8,4.15,728.8,1980.0,0.0,0.0,0.0,0.0,7.0,0.934607438
2015-01-14,Quarter2,finishing,Wednesday,Team4,0.35,4.3,911.6,2700.0,0.0,0.0,0.0,0.0,8.0,0.908080808
2015-01-14,Quarter2,sewing,Wednesday,Team7,0.8,25.9,1150.0,10170.0,70.0,0.0,0.0,0.0,56.5,0.900144811
2015-01-14,Quarter2,finishing,Wednesday,Team1,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.891723485
2015-01-14,Quarter2,finishing,Wednesday,Team5,0.65,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,15.0,0.864583333
2015-01-14,Quarter2,finishing,Wednesday,Team9,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939
2015-01-14,Quarter2,sewing,Wednesday,Team9,0.8,26.16,1232.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311
2015-01-14,Quarter2,sewing,Wednesday,Team8,0.8,25.9,1218.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766
2015-01-14,Quarter2,finishing,Wednesday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.837594697
2015-01-14,Quarter2,finishing,Wednesday,Team3,0.8,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,7.0,0.820833333
2015-01-14,Quarter2,sewing,Wednesday,Team12,0.8,11.61,1159.0,2970.0,50.0,0.0,0.0,0.0,31.5,0.800313433
2015-01-14,Quarter2,sewing,Wednesday,Team6,0.8,11.61,972.0,5670.0,38.0,0.0,0.0,0.0,31.5,0.800246753
2015-01-14,Quarter2,sewing,Wednesday,Team1,0.8,26.16,1092.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-14,Quarter2,sewing,Wednesday,Team5,0.7,20.79,965.0,7320.0,0.0,0.0,0.0,0.0,58.0,0.700095563
2015-01-14,Quarter2,finishing,Wednesday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.667329545
2015-01-14,Quarter2,sewing,Wednesday,Team4,0.6,22.4,816.0,5100.0,23.0,0.0,0.0,0.0,57.0,0.600369686
2015-01-14,Quarter2,sewing,Wednesday,Team10,0.5,22.4,947.0,3390.0,23.0,0.0,0.0,0.0,56.5,0.499980334
2015-01-14,Quarter2,sewing,Wednesday,Team11,0.35,14.61,838.0,7200.0,23.0,0.0,0.0,0.0,55.0,0.35003125
2015-01-14,Quarter2,finishing,Wednesday,Team10,0.8,3.94,756.0,1260.0,0.0,0.0,0.0,0.0,8.0,0.332359307
2015-01-14,Quarter2,sewing,Wednesday,Team2,0.8,51.02,1086.0,4260.0,27.0,0.0,0.0,0.0,57.0,0.311207464
2015-01-14,Quarter2,finishing,Wednesday,Team2,0.8,3.94,756.0,1260.0,0.0,0.0,0.0,0.0,8.0,0.247316017
2015-01-15,Quarter3,finishing,Thursday,Team4,0.35,4.3,3509.8,3600.0,0.0,0.0,0.0,0.0,20.0,0.988636364
2015-01-15,Quarter3,finishing,Thursday,Team10,0.8,3.94,707.8,3420.0,0.0,0.0,0.0,0.0,19.0,0.953110048
2015-01-15,Quarter3,finishing,Thursday,Team1,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.884261364
2015-01-15,Quarter3,finishing,Thursday,Team5,0.65,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.860653409
2015-01-15,Quarter3,finishing,Thursday,Team9,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939
2015-01-15,Quarter3,sewing,Thursday,Team1,0.8,26.16,1160.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311
2015-01-15,Quarter3,sewing,Thursday,Team8,0.8,25.9,1177.0,8970.0,60.0,0.0,0.0,0.0,56.5,0.850415628
2015-01-15,Quarter3,sewing,Thursday,Team7,0.8,25.9,1281.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766
2015-01-15,Quarter3,sewing,Thursday,Team9,0.8,26.16,1369.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-15,Quarter3,sewing,Thursday,Team6,0.8,11.61,1084.0,4950.0,38.0,0.0,0.0,0.0,31.5,0.80003139
2015-01-15,Quarter3,sewing,Thursday,Team12,0.8,11.61,1216.0,4950.0,50.0,0.0,0.0,0.0,31.5,0.80003139
2015-01-15,Quarter3,sewing,Thursday,Team5,0.7,20.79,391.0,10440.0,0.0,0.0,0.0,0.0,58.0,0.700060345
2015-01-15,Quarter3,finishing,Thursday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.689299242
2015-01-15,Quarter3,sewing,Thursday,Team3,0.5,22.52,1102.0,10170.0,30.0,0.0,0.0,0.0,56.5,0.660683293
2015-01-15,Quarter3,sewing,Thursday,Team4,0.65,22.52,872.0,10080.0,26.0,0.0,0.0,0.0,56.0,0.650130952
2015-01-15,Quarter3,finishing,Thursday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.606912879
2015-01-15,Quarter3,sewing,Thursday,Team10,0.6,22.52,1076.0,10170.0,23.0,0.0,0.0,0.0,56.5,0.600291767
2015-01-15,Quarter3,sewing,Thursday,Team11,0.5,14.89,917.0,9900.0,30.0,0.0,0.0,0.0,55.0,0.500025069
2015-01-15,Quarter3,sewing,Thursday,Team2,0.5,22.94,1044.0,9810.0,23.0,0.0,0.0,0.0,54.5,0.499998888
2015-01-17,Quarter3,finishing,Saturday,Team5,0.65,4.15,911.6,2700.0,0.0,0.0,0.0,0.0,15.0,0.98719697
2015-01-17,Quarter3,finishing,Saturday,Team2,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.980909091
2015-01-17,Quarter3,finishing,Saturday,Team10,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.974621212
2015-01-17,Quarter3,finishing,Saturday,Team1,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.884261364
2015-01-17,Quarter3,finishing,Saturday,Team9,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.82680303
2015-01-17,Quarter3,sewing,Saturday,Team6,0.8,11.41,1067.0,5490.0,63.0,0.0,0.0,0.0,30.5,0.800343766
2015-01-17,Quarter3,sewing,Saturday,Team12,0.8,11.61,1039.0,5670.0,63.0,0.0,0.0,0.0,31.5,0.800246753
2015-01-17,Quarter3,sewing,Saturday,Team7,0.8,25.9,1396.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.800128721
2015-01-17,Quarter3,sewing,Saturday,Team8,0.8,25.9,1292.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.800128721
2015-01-17,Quarter3,sewing,Saturday,Team1,0.8,48.68,171.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-17,Quarter3,sewing,Saturday,Team9,0.8,26.16,1128.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-17,Quarter3,sewing,Saturday,Team2,0.6,22.94,865.0,6570.0,23.0,0.0,0.0,0.0,56.5,0.77011398
2015-01-17,Quarter3,sewing,Saturday,Team4,0.7,22.52,825.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.7005417
2015-01-17,Quarter3,finishing,Saturday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.675568182
2015-01-17,Quarter3,finishing,Saturday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.661837121
2015-01-17,Quarter3,sewing,Saturday,Team10,0.65,22.52,1163.0,9720.0,35.0,0.0,0.0,0.0,54.0,0.650198653
2015-01-17,Quarter3,sewing,Saturday,Team3,0.6,22.52,1140.0,10170.0,30.0,0.0,0.0,0.0,56.5,0.600291767
2015-01-17,Quarter3,sewing,Saturday,Team11,0.6,14.89,1027.0,10080.0,38.0,0.0,0.0,0.0,56.0,0.600273268
2015-01-17,Quarter3,finishing,Saturday,Team6,0.8,2.9,994.4,900.0,0.0,0.0,0.0,0.0,5.0,0.465757576
2015-01-17,Quarter3,sewing,Saturday,Team5,0.7,41.19,1052.0,10440.0,21.0,0.0,0.0,0.0,58.0,0.452012539
2015-01-17,Quarter3,finishing,Saturday,Team11,0.8,4.15,756.0,1260.0,0.0,0.0,0.0,0.0,7.0,0.313852814
2015-01-18,Quarter3,finishing,Sunday,Team5,0.6,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.852793561
2015-01-18,Quarter3,finishing,Sunday,Team11,0.65,4.15,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.838383838
2015-01-18,Quarter3,finishing,Sunday,Team6,0.8,2.9,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.804848485
2015-01-18,Quarter3,sewing,Sunday,Team6,0.8,11.41,1140.0,5490.0,63.0,0.0,0.0,0.0,30.5,0.800343766
2015-01-18,Quarter3,sewing,Sunday,Team7,0.8,48.84,624.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.800128721
2015-01-18,Quarter3,sewing,Sunday,Team8,0.8,25.9,1288.0,10170.0,38.0,0.0,0.0,0.0,56.5,0.800128721
2015-01-18,Quarter3,sewing,Sunday,Team9,0.8,26.16,1381.0,3660.0,50.0,0.0,0.0,0.0,59.0,0.800015009
2015-01-18,Quarter3,sewing,Sunday,Team4,0.7,22.52,882.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.7005417
2015-01-18,Quarter3,sewing,Sunday,Team10,0.7,22.52,1002.0,10080.0,40.0,0.0,0.0,0.0,56.0,0.700094156
2015-01-18,Quarter3,finishing,Sunday,Team7,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.692045455
2015-01-18,Quarter3,sewing,Sunday,Team12,0.8,26.87,585.0,5670.0,56.0,0.0,0.0,0.0,31.5,0.662255892
2015-01-18,Quarter3,sewing,Sunday,Team3,0.65,22.52,1138.0,10170.0,35.0,0.0,0.0,0.0,56.5,0.650416734
2015-01-18,Quarter3,sewing,Sunday,Team11,0.65,14.89,1140.0,10260.0,44.0,0.0,0.0,0.0,57.0,0.650299575
2015-01-18,Quarter3,sewing,Sunday,Team2,0.65,22.94,1025.0,10170.0,26.0,0.0,0.0,0.0,56.5,0.650243497
2015-01-18,Quarter3,finishing,Sunday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.639867424
2015-01-18,Quarter3,sewing,Sunday,Team5,0.6,20.4,1031.0,10440.0,30.0,0.0,0.0,0.0,58.0,0.600062696
2015-01-18,Quarter3,finishing,Sunday,Team9,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.582045455
2015-01-18,Quarter3,sewing,Sunday,Team1,0.8,49.1,1381.0,10350.0,24.0,0.0,0.0,0.0,57.5,0.403242161
2015-01-18,Quarter3,finishing,Sunday,Team10,0.7,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.235795455
2015-01-19,Quarter3,finishing,Monday,Team4,0.7,4.3,777.8,5040.0,0.0,0.0,0.0,0.0,28.0,0.977272727
2015-01-19,Quarter3,finishing,Monday,Team9,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.964106061
2015-01-19,Quarter3,finishing,Monday,Team5,0.65,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.958901515
2015-01-19,Quarter3,sewing,Monday,Team6,0.8,11.41,1028.0,4380.0,50.0,0.0,0.0,0.0,31.0,0.800358775
2015-01-19,Quarter3,sewing,Monday,Team8,0.8,25.9,1380.0,3630.0,50.0,0.0,0.0,0.0,56.5,0.800162602
2015-01-19,Quarter3,sewing,Monday,Team9,0.8,26.16,1196.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-19,Quarter3,finishing,Monday,Team12,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.793844697
2015-01-19,Quarter3,sewing,Monday,Team2,0.7,22.94,1006.0,10170.0,38.0,0.0,0.0,0.0,56.5,0.750517565
2015-01-19,Quarter3,sewing,Monday,Team4,0.7,22.52,930.0,10260.0,63.0,0.0,0.0,0.0,57.0,0.750068049
2015-01-19,Quarter3,sewing,Monday,Team3,0.7,22.52,1095.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.750062751
2015-01-19,Quarter3,sewing,Monday,Team10,0.7,22.52,938.0,10080.0,63.0,0.0,0.0,0.0,56.0,0.750057359
2015-01-19,Quarter3,sewing,Monday,Team11,0.7,14.89,1484.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.700170388
2015-01-19,Quarter3,finishing,Monday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.683806818
2015-01-19,Quarter3,sewing,Monday,Team5,0.65,20.4,1255.0,8280.0,35.0,0.0,0.0,0.0,58.0,0.650066445
2015-01-19,Quarter3,sewing,Monday,Team7,0.8,48.84,1040.0,10260.0,30.0,0.0,0.0,0.0,57.0,0.576460393
2015-01-19,Quarter3,sewing,Monday,Team1,0.5,22.94,1492.0,10170.0,30.0,0.0,0.0,0.0,56.5,0.549969429
2015-01-19,Quarter3,finishing,Monday,Team10,0.7,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.538399621
2015-01-19,Quarter3,finishing,Monday,Team11,0.7,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.409545455
2015-01-19,Quarter3,sewing,Monday,Team12,0.35,15.26,1111.0,6120.0,23.0,0.0,0.0,0.0,34.0,0.35021836
2015-01-20,Quarter3,finishing,Tuesday,Team5,0.7,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,1.033570076
2015-01-20,Quarter3,sewing,Tuesday,Team6,0.8,11.41,1047.0,5580.0,63.0,0.0,0.0,0.0,31.0,0.800261486
2015-01-20,Quarter3,sewing,Tuesday,Team8,0.8,25.9,1434.0,10170.0,50.0,0.0,0.0,0.0,56.5,0.800128721
2015-01-20,Quarter3,sewing,Tuesday,Team9,0.8,26.16,399.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103
2015-01-20,Quarter3,sewing,Tuesday,Team4,0.7,22.52,983.0,10260.0,63.0,0.0,0.0,0.0,57.0,0.750068049
2015-01-20,Quarter3,sewing,Tuesday,Team10,0.7,22.52,1108.0,10080.0,63.0,0.0,0.0,0.0,56.0,0.750057359
2015-01-20,Quarter3,sewing,Tuesday,Team3,0.7,22.52,1134.0,8460.0,50.0,0.0,0.0,0.0,57.0,0.750037968
2015-01-20,Quarter3,sewing,Tuesday,Team2,0.7,22.94,1363.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.750031898
2015-01-20,Quarter3,finishing,Tuesday,Team9,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.72830303
2015-01-20,Quarter3,sewing,Tuesday,Team11,0.7,14.89,1501.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.700170388
2015-01-20,Quarter3,sewing,Tuesday,Team5,0.7,20.4,1352.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.700063796
2015-01-20,Quarter3,finishing,Tuesday,Team8,0.8,2.9,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.639867424
2015-01-20,Quarter3,sewing,Tuesday,Team12,0.5,15.26,1352.0,3720.0,23.0,0.0,0.0,0.0,34.0,0.500290419
2015-01-20,Quarter3,sewing,Tuesday,Team7,0.35,22.94,1450.0,10080.0,30.0,0.0,0.0,0.0,56.0,0.400332792
2015-01-20,Quarter3,finishing,Tuesday,Team11,0.7,4.15,911.6,2700.0,0.0,0.0,0.0,0.0,15.0,0.362666667
2015-01-21,Quarter3,finishing,Wednesday,Team4,0.75,4.3,1169.8,6000.0,0.0,0.0,0.0,0.0,20.0,0.978525641
2015-01-21,Quarter3,finishing,Wednesday,Team2,0.7,3.94,884.6,5100.0,0.0,0.0,0.0,0.0,17.0,0.912202112
2015-01-21,Quarter3,sewing,Wednesday,Team4,0.75,22.52,825.0,10080.0,94.0,0.0,0.0,0.0,56.0,0.900556277
2015-01-21,Quarter3,sewing,Wednesday,Team6,0.8,11.61,916.0,5760.0,75.0,0.0,0.0,0.0,89.0,0.850410511
2015-01-21,Quarter3,finishing,Wednesday,Team9,0.8,3.94,998.4,2400.0,0.0,0.0,0.0,0.0,8.0,0.827147436
2015-01-21,Quarter3,sewing,Wednesday,Team8,0.8,25.9,562.0,7470.0,38.0,0.0,0.0,0.0,56.5,0.800436542
2015-01-21,Quarter3,sewing,Wednesday,Team2,0.7,22.94,1422.0,10500.0,60.0,0.0,0.0,0.0,57.0,0.800415742
2015-01-21,Quarter3,sewing,Wednesday,Team10,0.7,22.52,1206.0,10080.0,75.0,0.0,0.0,0.0,56.0,0.800020563
2015-01-21,Quarter3,finishing,Wednesday,Team5,0.7,4.15,998.4,2400.0,0.0,0.0,0.0,0.0,8.0,0.758173077
2015-01-21,Quarter3,sewing,Wednesday,Team5,0.7,20.4,1404.0,10440.0,50.0,0.0,0.0,0.0,58.0,0.750344828
2015-01-21,Quarter3,sewing,Wednesday,Team3,0.7,22.52,1139.0,10260.0,63.0,0.0,0.0,0.0,57.0,0.750068049
2015-01-21,Quarter3,sewing,Wednesday,Team11,0.7,14.89,1735.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.700170388
2015-01-21,Quarter3,sewing,Wednesday,Team1,0.65,22.94,1595.0,10260.0,34.0,0.0,0.0,0.0,57.0,0.700029771
2015-01-21,Quarter3,sewing,Wednesday,Team12,0.6,15.26,1245.0,6360.0,23.0,0.0,0.0,0.0,34.0,0.60017284
2015-01-21,Quarter3,finishing,Wednesday,Team8,0.8,2.9,998.4,2400.0,0.0,0.0,0.0,0.0,8.0,0.594871795
2015-01-21,Quarter3,sewing,Wednesday,Team9,0.8,54.56,757.0,4140.0,29.0,0.0,0.0,0.0,58.0,0.520237649
2015-01-21,Quarter3,finishing,Wednesday,Team1,0.65,3.94,998.4,2400.0,0.0,0.0,0.0,0.0,8.0,0.505128205
2015-01-21,Quarter3,sewing,Wednesday,Team7,0.5,22.52,1720.0,10080.0,23.0,0.0,0.0,0.0,56.0,0.500241342
2015-01-21,Quarter3,finishing,Wednesday,Team11,0.7,4.15,911.6,2700.0,0.0,0.0,0.0,0.0,9.0,0.470769231
2015-01-22,Quarter4,finishing,Thursday,Team7,0.6,3.94,1169.8,6000.0,0.0,0.0,0.0,0.0,10.0,0.957638889
2015-01-22,Quarter4,finishing,Thursday,Team10,0.75,3.94,1134.0,8400.0,0.0,0.0,0.0,0.0,14.0,0.940701058
2015-01-22,Quarter4,sewing,Thursday,Team4,0.75,22.52,759.0,10080.0,81.0,0.0,0.0,0.0,56.0,0.849983766
2015-01-22,Quarter4,sewing,Thursday,Team2,0.7,22.94,1510.0,10620.0,60.0,0.0,0.0,0.0,57.0,0.800302791
2015-01-22,Quarter4,sewing,Thursday,Team6,0.8,11.61,955.0,6360.0,63.0,0.0,0.0,0.0,32.0,0.800191989
2015-01-22,Quarter4,sewing,Thursday,Team10,0.75,22.52,1328.0,10080.0,55.0,0.0,0.0,0.0,56.0,0.800020563
2015-01-22,Quarter4,sewing,Thursday,Team1,0.7,22.94,1384.0,12180.0,63.0,0.0,0.0,0.0,57.0,0.750162367
2015-01-22,Quarter4,sewing,Thursday,Team3,0.7,22.52,1244.0,10260.0,63.0,0.0,0.0,0.0,57.0,0.750068049
2015-01-22,Quarter4,finishing,Thursday,Team5,0.7,4.15,1069.2,9000.0,0.0,0.0,0.0,0.0,15.0,0.742901235
2015-01-22,Quarter4,sewing,Thursday,Team5,0.7,20.4,1480.0,10440.0,40.0,0.0,0.0,0.0,58.0,0.700250784
2015-01-22,Quarter4,sewing,Thursday,Team11,0.7,14.89,1863.0,10260.0,50.0,0.0,0.0,0.0,57.0,0.700170388
2015-01-22,Quarter4,finishing,Thursday,Team4,0.75,4.3,1069.2,9000.0,0.0,0.0,0.0,0.0,15.0,0.670216049
2015-01-22,Quarter4,finishing,Thursday,Team1,0.7,3.94,773.4,15000.0,0.0,0.0,0.0,0.0,25.0,0.649662222
2015-01-22,Quarter4,finishing,Thursday,Team2,0.7,3.94,773.4,15000.0,0.0,0.0,0.0,0.0,25.0,0.649662222
2015-01-22,Quarter4,finishing,Thursday,Team6,0.8,2.9,962.8,4800.0,0.0,0.0,0.0,0.0,8.0,0.626822917
2015-01-22,Quarter4,sewing,Thursday,Team12,0.6,15.26,1492.0,6960.0,23.0,0.0,0.0,0.0,34.0,0.600436426
2015-01-22,Quarter4,sewing,Thursday,Team7,0.6,22.52,1859.0,10260.0,23.0,0.0,0.0,0.0,57.0,0.60041361
2015-01-22,Quarter4,sewing,Thursday,Team8,0.8,40.99,980.0,10770.0,30.0,0.0,0.0,0.0,56.5,0.555500132
2015-01-22,Quarter4,sewing,Thursday,Team9,0.5,29.12,970.0,10440.0,30.0,0.0,0.0,0.0,58.0,0.500547544
2015-01-22,Quarter4,finishing,Thursday,Team3,0.7,3.94,1274.2,12000.0,0.0,0.0,0.0,0.0,20.0,0.460578704
2015-01-22,Quarter4,finishing,Thursday,Team8,0.8,2.9,962.8,4800.0,0.0,0.0,0.0,0.0,8.0,0.397743056
2015-01-22,Quarter4,finishing,Thursday,Team12,0.6,4.08,1091.8,5400.0,0.0,0.0,0.0,0.0,9.0,0.327407407
2015-01-24,Quarter4,finishing,Saturday,Team5,0.7,4.15,911.6,2700.0,0.0,0.0,0.0,0.0,15.0,0.966666667
2015-01-24,Quarter4,finishing,Saturday,Team10,0.75,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.937242424
2015-01-24,Quarter4,finishing,Saturday,Team8,0.8,2.9,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.910521886
2015-01-24,Quarter4,sewing,Saturday,Team2,0.75,22.94,1606.0,10260.0,94.0,0.0,0.0,0.0,57.0,0.90064806
2015-01-24,Quarter4,sewing,Saturday,Team4,0.75,22.52,727.0,10260.0,94.0,0.0,0.0,0.0,57.0,0.900321106
2015-01-24,Quarter4,finishing,Saturday,Team11,0.75,4.15,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.896022727
2015-01-24,Quarter4,finishing,Saturday,Team3,0.75,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.895454545
